age,income,credit_score,employment_type,default
56,56019.86,775,Salaried,0
63,33531.66,620,Salaried,1
69,48407.82,653,Salaried,0
46,79492.81,783,Unemployed,0
66,44957.87,702,Salaried,1
46,59128.32,821,Salaried,0
61,66158.15,658,Self-Employed,0
33,63849.23,671,Salaried,0
61,91741.9,778,Salaried,0
64,37355.45,619,Salaried,1
27,38853.05,711,Salaried,1
47,37603.68,823,Unemployed,0
42,50561.22,813,Salaried,0
56,71490.66,658,Salaried,0
37,39523.98,670,Salaried,1
22,71700.41,736,Salaried,0
18,55526.9,708,Self-Employed,0
47,38365.05,728,Salaried,1
66,28729.45,756,Salaried,1
20,32086.44,790,Salaried,1
62,45012.2,799,Salaried,0
31,52462.73,655,Salaried,0
47,75190.94,845,Self-Employed,0
67,66986.32,795,Self-Employed,0
21,42415.88,634,Self-Employed,1
35,61129.98,722,Self-Employed,0
54,79773.19,730,Salaried,0
42,83108.76,845,Salaried,0
65,50283.91,836,Self-Employed,0
18,69374.33,703,Self-Employed,0
63,75849.33,606,Self-Employed,0
32,32393.92,626,Salaried,1
26,47313.89,600,Salaried,1
32,88300.28,818,Self-Employed,0
66,50484.46,807,Self-Employed,0
41,11065.73,829,Unemployed,1
21,53185.57,798,Salaried,0
29,71869.38,771,Salaried,0
54,55097.66,686,Salaried,0
54,65730.46,640,Self-Employed,0
60,69073.33,722,Salaried,0
23,49675.94,674,Salaried,0
56,47209.11,641,Unemployed,1
63,57301.61,716,Salaried,0
41,57666.68,760,Self-Employed,0
28,55811.15,777,Salaried,0
30,56427.35,662,Self-Employed,0
51,43771.81,827,Salaried,0
42,66254.3,764,Self-Employed,0
24,63988.48,832,Self-Employed,0
69,34959.87,786,Salaried,0
21,49162.57,726,Salaried,0
25,56396.2,808,Salaried,0
37,46985.3,826,Salaried,0
46,64560.58,775,Self-Employed,0
68,53996.76,732,Salaried,0
62,57536.09,647,Salaried,0
63,48989.36,823,Salaried,0
27,25101.72,602,Self-Employed,1
60,24244.78,715,Unemployed,1
51,63844.14,774,Salaried,0
43,59003.68,789,Salaried,0
58,61579.93,698,Salaried,0
66,57017.09,715,Salaried,0
20,58218.51,613,Salaried,0
23,69535.35,790,Salaried,0
22,61669.29,711,Salaried,0
22,70613.64,660,Salaried,0
64,57571.93,758,Salaried,0
40,50494.27,694,Salaried,0
66,57913.04,616,Salaried,0
26,42457.33,723,Self-Employed,0
52,49302.3,623,Self-Employed,0
37,57663.57,715,Salaried,0
66,57464.77,750,Salaried,0
59,53403.72,681,Self-Employed,0
52,34177.23,649,Unemployed,1
67,64546.14,845,Salaried,0
35,67513.43,805,Salaried,0
34,79655.36,841,Salaried,0
41,61626.64,678,Salaried,0
20,55021.93,678,Salaried,0
49,39804.56,669,Salaried,1
52,77380.27,626,Salaried,0
55,58717.49,614,Salaried,0
30,57900.6,649,Salaried,0
64,51189.16,635,Salaried,0
42,50230.46,846,Salaried,0
26,65324.0,607,Salaried,0
21,39678.39,678,Salaried,1
31,79381.48,730,Self-Employed,0
54,76112.9,789,Salaried,0
51,49689.08,646,Self-Employed,0
28,42042.03,804,Self-Employed,0
58,24771.91,704,Salaried,1
20,36228.79,697,Salaried,1
45,65948.67,815,Salaried,0
46,59730.13,831,Self-Employed,0
26,62404.8,695,Self-Employed,0
20,27316.31,788,Self-Employed,1
42,49062.77,759,Salaried,0
51,75509.09,821,Salaried,0
29,53559.59,715,Salaried,0
59,35915.58,840,Salaried,0
26,53325.97,612,Salaried,0
32,43434.74,600,Salaried,1
57,60005.19,633,Self-Employed,0
42,55308.18,789,Salaried,0
22,63149.45,678,Salaried,0
28,36731.15,835,Salaried,0
51,48269.25,677,Self-Employed,0
41,71356.52,720,Self-Employed,0
32,34685.8,692,Salaried,1
55,39953.32,697,Salaried,1
25,57989.46,681,Salaried,0
22,59300.95,845,Self-Employed,0
65,47667.25,798,Salaried,0
43,50823.51,820,Salaried,0
35,62998.38,846,Salaried,0
23,67744.53,758,Salaried,0
54,38961.68,791,Self-Employed,0
65,60464.79,752,Salaried,0
30,77680.24,637,Salaried,0
45,53261.62,613,Salaried,0
22,38802.41,735,Salaried,0
30,38108.62,690,Self-Employed,1
34,52588.94,653,Salaried,0
67,70537.71,729,Self-Employed,0
57,54388.66,808,Self-Employed,0
62,57838.48,700,Salaried,0
49,40054.87,805,Salaried,0
46,69746.76,688,Salaried,0
68,37815.12,655,Self-Employed,1
20,47432.55,693,Salaried,0
57,64448.72,692,Salaried,0
51,24408.53,683,Salaried,1
57,57609.42,684,Self-Employed,0
44,39413.9,788,Salaried,0
30,55248.24,844,Salaried,0
62,49719.17,621,Salaried,0
50,86587.52,634,Salaried,0
23,49103.18,828,Self-Employed,0
41,82639.77,615,Salaried,0
36,63804.28,649,Self-Employed,0
33,42978.12,721,Salaried,0
57,59962.16,727,Salaried,0
45,50433.85,712,Salaried,0
50,58632.36,770,Salaried,0
65,44291.64,616,Salaried,1
58,80352.66,679,Salaried,0
30,68880.97,785,Salaried,0
60,55476.72,846,Salaried,0
62,80936.72,729,Salaried,0
42,56114.19,731,Self-Employed,0
59,71464.37,684,Salaried,0
53,55574.51,766,Salaried,0
44,60908.31,825,Salaried,0
55,53778.42,693,Self-Employed,0
24,56429.52,733,Self-Employed,0
22,57557.98,680,Salaried,0
60,44954.02,830,Self-Employed,0
62,48983.97,816,Salaried,0
68,51748.67,668,Salaried,1
48,58445.67,668,Self-Employed,0
40,54541.31,747,Self-Employed,0
59,72595.49,791,Salaried,0
27,67706.77,615,Self-Employed,0
49,52055.09,650,Salaried,0
60,75726.76,704,Self-Employed,0
47,83095.31,764,Salaried,0
56,24342.61,831,Salaried,1
48,68984.35,800,Salaried,0
35,44605.24,796,Salaried,0
53,67011.22,769,Salaried,0
19,73573.57,784,Salaried,0
31,41845.11,665,Salaried,1
30,27215.09,608,Salaried,1
46,67531.51,706,Salaried,0
29,57031.04,699,Salaried,0
56,29973.42,685,Salaried,1
19,92943.47,663,Self-Employed,0
49,64366.29,813,Self-Employed,0
30,65051.5,621,Self-Employed,0
63,75487.27,761,Salaried,0
44,46287.64,782,Self-Employed,0
66,56956.81,756,Salaried,0
58,35210.17,765,Salaried,1
34,45880.77,709,Salaried,0
57,60784.9,696,Self-Employed,0
48,30020.73,617,Salaried,1
51,45455.66,670,Salaried,1
41,41080.99,792,Salaried,0
62,57131.38,726,Self-Employed,0
52,63620.52,696,Salaried,0
65,66132.29,600,Salaried,0
23,69982.25,815,Salaried,0
36,75581.75,731,Salaried,0
47,64108.68,603,Salaried,0
24,83310.04,724,Salaried,0
27,56792.54,681,Self-Employed,0
58,52400.18,626,Salaried,0
49,64109.61,770,Salaried,0
51,51753.83,658,Salaried,0
45,82788.47,631,Salaried,0
32,71964.75,760,Salaried,0
47,66254.17,627,Salaried,0
54,56971.29,705,Salaried,0
46,48887.84,704,Self-Employed,0
39,65519.88,782,Salaried,0
21,38093.54,827,Salaried,0
37,78015.45,787,Self-Employed,0
49,52335.45,669,Salaried,0
53,59576.6,661,Self-Employed,0
67,41355.98,807,Salaried,0
21,65844.79,633,Salaried,0
44,48193.88,686,Self-Employed,0
34,64738.43,713,Salaried,0
29,66360.9,705,Salaried,0
39,45285.52,815,Self-Employed,0
34,38147.06,655,Salaried,1
27,77978.5,712,Salaried,0
18,52115.51,612,Salaried,1
39,58372.73,783,Self-Employed,0
43,62281.97,617,Self-Employed,0
35,36194.5,781,Salaried,0
67,61939.99,804,Salaried,0
31,56486.9,712,Self-Employed,0
64,45347.04,828,Salaried,0
46,37651.96,770,Salaried,1
29,64088.28,638,Self-Employed,0
53,71915.68,788,Self-Employed,0
52,57678.86,769,Self-Employed,0
69,33483.02,808,Salaried,0
29,39140.01,678,Salaried,1
24,48518.14,745,Salaried,0
46,78469.3,750,Salaried,0
28,51298.74,781,Salaried,0
50,47971.47,842,Self-Employed,0
23,29897.73,629,Salaried,1
64,45149.73,849,Self-Employed,0
32,36505.95,697,Salaried,1
49,39952.3,657,Salaried,1
68,56799.26,795,Salaried,0
28,48982.54,666,Salaried,1
40,80492.42,670,Salaried,0
43,71170.05,847,Unemployed,0
51,45866.74,745,Self-Employed,0
63,41247.73,705,Salaried,0
51,75739.63,606,Salaried,0
46,79900.64,639,Self-Employed,0
21,22086.28,669,Salaried,1
34,56392.86,813,Salaried,0
52,51221.83,849,Salaried,0
30,64736.8,792,Self-Employed,0
58,84140.02,667,Salaried,0
56,47739.14,837,Salaried,0
32,24089.52,648,Self-Employed,1
46,63685.12,651,Salaried,0
46,75849.46,713,Salaried,0
28,50443.6,706,Salaried,0
69,44424.44,628,Self-Employed,1
49,48441.11,748,Salaried,0
19,67753.08,817,Unemployed,0
64,48183.09,677,Salaried,0
31,59931.4,608,Salaried,0
37,55417.04,774,Unemployed,0
39,53869.31,675,Salaried,0
28,65519.38,641,Salaried,0
44,47821.3,778,Salaried,0
20,48541.2,783,Salaried,0
34,66964.04,778,Salaried,0
61,40196.12,797,Salaried,0
45,41796.7,727,Salaried,0
46,36095.29,619,Self-Employed,1
38,67735.16,815,Salaried,0
64,53421.45,754,Unemployed,0
33,35295.77,765,Salaried,1
54,67807.13,671,Salaried,0
37,46666.87,664,Salaried,0
23,41924.83,781,Salaried,0
36,52064.82,840,Salaried,0
22,77180.85,712,Self-Employed,0
20,49075.57,623,Self-Employed,0
18,63630.08,727,Unemployed,0
55,65906.2,774,Salaried,0
32,61649.1,798,Self-Employed,0
51,74066.07,682,Salaried,0
52,44393.26,813,Salaried,0
66,39349.98,662,Self-Employed,1
42,39055.5,784,Salaried,0
41,52832.97,782,Salaried,0
29,40794.3,659,Salaried,1
35,57213.11,698,Salaried,0
32,56154.83,661,Self-Employed,0
61,70278.6,629,Salaried,0
33,59367.16,820,Unemployed,0
44,48757.72,621,Salaried,1
25,61162.74,802,Salaried,0
63,39547.09,811,Salaried,0
42,54427.89,725,Salaried,0
34,59791.02,756,Salaried,0
46,56939.76,842,Self-Employed,0
25,61225.98,768,Self-Employed,0
32,45339.31,641,Self-Employed,1
44,72280.47,697,Self-Employed,0
63,82332.53,792,Self-Employed,0
67,30959.86,630,Salaried,1
69,36766.03,757,Self-Employed,0
24,55646.25,711,Salaried,0
20,51151.74,745,Salaried,0
